MMSI,DFSI,record_count,max_gap_hours,impossible_jump_km,draft_change_count,going_dark_events,draft_change_events,teleportation_events
219028115,0.000000,72,0.000,0.000,0,0,0,0
265866000,0.000000,192,0.000,0.000,0,0,0,0
219009414,0.000000,59,0.000,0.000,0,0,0,0
218768000,0.000000,78,0.000,0.000,0,0,0,0
219000818,0.000000,74,0.000,0.000,0,0,0,0
219000827,0.000000,39,0.000,0.000,0,0,0,0
255916226,0.000000,122,0.000,0.000,0,0,0,0
220343000,0.000000,65,0.000,0.000,0,0,0,0
265513270,0.000000,51,0.000,0.000,0,0,0,0
219026257,0.000000,193,0.000,0.000,0,0,0,0
265011730,0.000000,43,0.000,0.000,0,0,0,0
265703830,0.000000,1,0.000,0.000,0,0,0,0
246655000,0.000000,92,0.000,0.000,0,0,0,0
304010515,0.000000,132,0.000,0.000,0,0,0,0
265071180,0.000000,16,0.000,0.000,0,0,0,0
219825000,0.000000,137,0.000,0.000,0,0,0,0
211302570,0.000000,177,0.000,0.000,0,0,0,0
211313660,0.000000,71,0.000,0.000,0,0,0,0
219020578,0.000000,63,0.000,0.000,0,0,0,0
211677980,0.000000,2,0.000,0.000,0,0,0,0
219033372,0.000000,1,0.000,0.000,0,0,0,0
255915769,0.000000,19,0.000,0.000,0,0,0,0
219015617,0.000000,41,0.000,0.000,0,0,0,0
219000836,0.000000,94,0.000,0.000,0,0,0,0
255806139,0.000000,62,0.000,0.000,0,0,0,0
219003141,0.000000,76,0.000,0.000,0,0,0,0
266065000,0.000000,83,0.000,0.000,0,0,0,0
266166000,0.000000,39,0.000,0.000,0,0,0,0
255724000,0.000000,23,0.000,0.000,0,0,0,0
257315000,0.000000,129,0.000,0.000,0,0,0,0
205214000,0.000000,198,0.000,0.000,0,0,0,0
316023651,0.000000,46,0.000,0.000,0,0,0,0
219007034,0.000000,71,0.000,0.000,0,0,0,0
266334000,0.000000,5,0.000,0.000,0,0,0,0
219012671,0.000000,98,0.000,0.000,0,0,0,0
219030200,0.000000,37,0.000,0.000,0,0,0,0
219000575,0.000000,66,0.000,0.000,0,0,0,0
219018682,0.000000,34,0.000,0.000,0,0,0,0
219031087,0.000000,31,0.000,0.000,0,0,0,0
211266470,0.000000,26,0.000,0.000,0,0,0,0
219002779,0.000000,35,0.000,0.000,0,0,0,0
261004260,0.000000,43,0.000,0.000,0,0,0,0
219017105,0.000000,57,0.000,0.000,0,0,0,0
636015284,0.000000,54,0.000,0.000,0,0,0,0
219027752,0.000000,21,0.000,0.000,0,0,0,0
538008513,0.000000,104,0.000,0.000,0,0,0,0
265570730,0.000000,65,0.000,0.000,0,0,0,0
219517000,0.000000,175,0.000,0.000,0,0,0,0
220341000,0.000000,176,0.000,0.000,0,0,0,0
219002005,0.000000,59,0.000,0.000,0,0,0,0
244615184,0.000000,89,0.000,0.000,0,0,0,0
219609000,0.000000,599,0.000,0.000,0,0,0,0
355444000,0.000000,21,0.000,0.000,0,0,0,0
219014538,0.000000,5,0.000,0.000,0,0,0,0
219000775,0.000000,62,0.000,0.000,0,0,0,0
211222710,0.000000,24,0.000,0.000,0,0,0,0
636023946,0.000000,228,0.000,0.000,0,0,0,0
209645000,0.000000,71,0.000,0.000,0,0,0,0
219005836,0.000000,5,0.000,0.000,0,0,0,0
211255580,0.000000,34,0.000,0.000,0,0,0,0
219000368,0.000000,419,0.000,0.000,0,0,0,0
219001647,0.000000,73,0.000,0.000,0,0,0,0
219031651,0.000000,1,0.000,0.000,0,0,0,0
219014162,0.000000,60,0.000,0.000,0,0,0,0
265693270,0.000000,30,0.000,0.000,0,0,0,0
211226940,0.000000,36,0.000,0.000,0,0,0,0
255801580,0.000000,23,0.000,0.000,0,0,0,0
246668000,0.000000,137,0.000,0.000,0,0,0,0
219005902,0.000000,3,0.000,0.000,0,0,0,0
219005887,0.000000,68,0.000,0.000,0,0,0,0
220345000,0.000000,59,0.000,0.000,0,0,0,0
219026119,0.000000,69,0.000,0.000,0,0,0,0
211364330,0.000000,25,0.000,0.000,0,0,0,0
219033674,0.000000,3,0.000,0.000,0,0,0,0
219001587,0.000000,49,0.000,0.000,0,0,0,0
211431130,0.000000,4,0.000,0.000,0,0,0,0
219008746,0.000000,56,0.000,0.000,0,0,0,0
253830000,0.000000,63,0.000,0.000,0,0,0,0
235008380,0.000000,34,0.000,0.000,0,0,0,0
219014161,0.000000,32,0.000,0.000,0,0,0,0
219005826,0.000000,57,0.000,0.000,0,0,0,0
265523410,0.000000,36,0.000,0.000,0,0,0,0
219019010,0.000000,30,0.000,0.000,0,0,0,0
305414000,0.000000,89,0.000,0.000,0,0,0,0
266220000,0.000000,98,0.000,0.000,0,0,0,0
246061000,0.000000,201,0.000,0.000,0,0,0,0
219016683,0.000000,63,0.000,0.000,0,0,0,0
219022479,0.000000,5,0.000,0.000,0,0,0,0
219001959,0.000000,32,0.000,0.000,0,0,0,0
266143000,0.000000,56,0.000,0.000,0,0,0,0
230688000,0.000000,112,0.000,0.000,0,0,0,0
259186000,0.000000,222,0.000,0.000,0,0,0,0
636024691,0.000000,63,0.000,0.000,0,0,0,0
265511440,0.000000,3,0.000,0.000,0,0,0,0
211225350,0.000000,11,0.000,0.000,0,0,0,0
228468800,0.000000,329,0.000,0.000,0,0,0,0
220623000,0.000000,14,0.000,0.000,0,0,0,0
266452000,0.000000,37,0.000,0.000,0,0,0,0
352003063,0.000000,53,0.000,0.000,0,0,0,0
210210000,0.000000,36,0.000,0.000,0,0,0,0
219000809,0.000000,148,0.000,0.000,0,0,0,0
353155000,0.000000,212,0.000,0.000,0,0,0,0
219027771,0.000000,69,0.000,0.000,0,0,0,0
219000604,0.000000,72,0.000,0.000,0,0,0,0
219034145,0.000000,8,0.000,0.000,0,0,0,0
261535000,0.000000,34,0.000,0.000,0,0,0,0
305286000,0.000000,107,0.000,0.000,0,0,0,0
209681000,0.000000,191,0.000,0.000,0,0,0,0
245808000,0.000000,162,0.000,0.000,0,0,0,0
311622000,0.000000,111,0.000,0.000,0,0,0,0
219000187,0.000000,35,0.000,0.000,0,0,0,0
265573140,0.000000,39,0.000,0.000,0,0,0,0
266066000,0.000000,68,0.000,0.000,0,0,0,0
219016966,0.000000,3,0.000,0.000,0,0,0,0
215378000,0.000000,125,0.000,0.000,0,0,0,0
219031645,0.000000,31,0.000,0.000,0,0,0,0
253726000,0.000000,85,0.000,0.000,0,0,0,0
219024000,0.000000,68,0.000,0.000,0,0,0,0
255916285,0.000000,50,0.000,0.000,0,0,0,0
244710825,0.000000,71,0.000,0.000,0,0,0,0
230028680,0.000000,105,0.000,0.000,0,0,0,0
219026000,0.000000,197,0.000,0.000,0,0,0,0
211212850,0.000000,5,0.000,0.000,0,0,0,0
210155000,0.000000,43,0.000,0.000,0,0,0,0
265522210,0.000000,32,0.000,0.000,0,0,0,0
265809350,0.000000,11,0.000,0.000,0,0,0,0
212006000,0.000000,44,0.000,0.000,0,0,0,0
235095777,0.000000,62,0.000,0.000,0,0,0,0
230666000,0.000000,83,0.000,0.000,0,0,0,0
219023834,0.000000,158,0.000,0.000,0,0,0,0
265588470,0.000000,19,0.000,0.000,0,0,0,0
255805390,0.000000,128,0.000,0.000,0,0,0,0
211293510,0.000000,38,0.000,0.000,0,0,0,0
261003060,0.000000,19,0.000,0.000,0,0,0,0
219005827,0.000000,63,0.000,0.000,0,0,0,0
219029698,0.000000,37,0.000,0.000,0,0,0,0
219012073,0.000000,64,0.000,0.000,0,0,0,0
219003879,0.000000,38,0.000,0.000,0,0,0,0
219024676,0.000000,52,0.000,0.000,0,0,0,0
261021560,0.000000,5,0.000,0.000,0,0,0,0
265051000,0.000000,373,0.000,0.000,0,0,0,0
257574500,0.000000,44,0.000,0.000,0,0,0,0
305980000,0.000000,81,0.000,0.000,0,0,0,0
209911000,0.000000,100,0.000,0.000,0,0,0,0
257339000,0.000000,64,0.000,0.000,0,0,0,0
305333000,0.000000,32,0.000,0.000,0,0,0,0
265701610,0.000000,6,0.000,0.000,0,0,0,0
219030656,0.000000,58,0.000,0.000,0,0,0,0
211209290,0.000000,19,0.000,0.000,0,0,0,0
211472530,0.000000,5,0.000,0.000,0,0,0,0
219996000,0.000000,84,0.000,0.000,0,0,0,0
265739650,0.000000,22,0.000,0.000,0,0,0,0
219013179,0.000000,3,0.000,0.000,0,0,0,0
265507230,0.000000,22,0.000,0.000,0,0,0,0
305426000,0.000000,60,0.000,0.000,0,0,0,0
219028503,0.000000,3,0.000,0.000,0,0,0,0
219001058,0.000000,1,0.000,0.000,0,0,0,0
256603000,0.000000,106,0.000,0.000,0,0,0,0
259495000,0.000000,21,0.000,0.000,0,0,0,0
210350000,0.000000,67,0.000,0.000,0,0,0,0
375052000,0.000000,6,0.000,0.000,0,0,0,0
220307000,0.000000,30,0.000,0.000,0,0,0,0
211796430,0.000000,38,0.000,0.000,0,0,0,0
305479000,0.000000,9,0.000,0.000,0,0,0,0
265048100,0.000000,37,0.000,0.000,0,0,0,0
212499000,0.000000,166,0.000,0.000,0,0,0,0
211763180,0.000000,4,0.000,0.000,0,0,0,0
235006758,0.000000,39,0.000,0.000,0,0,0,0
219005886,0.000000,64,0.000,0.000,0,0,0,0
259995000,0.000000,71,0.000,0.000,0,0,0,0
219008474,0.000000,59,0.000,0.000,0,0,0,0
244790677,0.000000,45,0.000,0.000,0,0,0,0
314668000,0.000000,31,0.000,0.000,0,0,0,0
258763000,0.000000,73,0.000,0.000,0,0,0,0
219005511,0.000000,85,0.000,0.000,0,0,0,0
230982000,0.000000,81,0.000,0.000,0,0,0,0
211836130,0.000000,40,0.000,0.000,0,0,0,0
244090800,0.000000,4,0.000,0.000,0,0,0,0
245286000,0.000000,28,0.000,0.000,0,0,0,0
259222000,0.000000,358,0.000,0.000,0,0,0,0
210510000,0.000000,171,0.000,0.000,0,0,0,0
219006389,0.000000,67,0.000,0.000,0,0,0,0
219011225,0.000000,56,0.000,0.000,0,0,0,0
261002065,0.000000,125,0.000,0.000,0,0,0,0
219592000,0.000000,98,0.000,0.000,0,0,0,0
265034000,0.000000,65,0.000,0.000,0,0,0,0
218042590,0.000000,3,0.000,0.000,0,0,0,0
231815000,0.000000,29,0.000,0.000,0,0,0,0
219001284,0.000000,73,0.000,0.000,0,0,0,0
212385000,0.000000,35,0.000,0.000,0,0,0,0
219024715,0.000000,116,0.000,0.000,0,0,0,0
477941500,0.000000,111,0.000,0.000,0,0,0,0
211888260,0.000000,5,0.000,0.000,0,0,0,0
219003232,0.000000,2,0.000,0.000,0,0,0,0
305212000,0.000000,226,0.000,0.000,0,0,0,0
220323000,0.000000,59,0.000,0.000,0,0,0,0
511101001,0.000000,91,0.000,0.000,0,0,0,0
249923000,0.000000,106,0.000,0.000,0,0,0,0
211366340,0.000000,132,0.000,0.000,0,0,0,0
219801000,0.000000,61,0.000,0.000,0,0,0,0
219670000,0.000000,37,0.000,0.000,0,0,0,0
219011867,0.000000,37,0.000,0.000,0,0,0,0
219015362,0.000000,36,0.000,0.000,0,0,0,0
209332000,0.000000,28,0.000,0.000,0,0,0,0
219005583,0.000000,35,0.000,0.000,0,0,0,0
220279000,0.000000,183,0.000,0.000,0,0,0,0
211838520,0.000000,6,0.000,0.000,0,0,0,0
265797070,0.000000,1,0.000,0.000,0,0,0,0
219002418,0.000000,36,0.000,0.000,0,0,0,0
211190000,0.000000,174,0.000,0.000,0,0,0,0
219024848,0.000000,7,0.000,0.000,0,0,0,0
219329000,0.000000,3,0.000,0.000,0,0,0,0
219030590,0.000000,25,0.000,0.000,0,0,0,0
219026706,0.000000,54,0.000,0.000,0,0,0,0
219007036,0.000000,55,0.000,0.000,0,0,0,0
219031423,0.000000,34,0.000,0.000,0,0,0,0
220356000,0.000000,62,0.000,0.000,0,0,0,0
219022256,0.000000,65,0.000,0.000,0,0,0,0
235007573,0.000000,53,0.000,0.000,0,0,0,0
308654000,0.000000,127,0.000,0.000,0,0,0,0
219001819,0.000000,52,0.000,0.000,0,0,0,0
352898761,0.000000,74,0.000,0.000,0,0,0,0
220446000,0.000000,55,0.000,0.000,0,0,0,0
219034045,0.000000,2,0.000,0.000,0,0,0,0
236385000,0.000000,100,0.000,0.000,0,0,0,0
249742000,0.000000,33,0.000,0.000,0,0,0,0
219017664,0.000000,96,0.000,0.000,0,0,0,0
244090097,0.000000,142,0.000,0.000,0,0,0,0
354536000,0.000000,86,0.000,0.000,0,0,0,0
219024281,0.000000,103,0.000,0.000,0,0,0,0
992651065,0.000000,44,0.000,0.000,0,0,0,0
305313000,0.000000,275,0.000,0.000,0,0,0,0
245782000,0.000000,37,0.000,0.000,0,0,0,0
230191330,0.000000,4,0.000,0.000,0,0,0,0
265586020,0.000000,53,0.000,0.000,0,0,0,0
219007401,0.000000,62,0.000,0.000,0,0,0,0
992576500,0.000000,5,0.000,0.000,0,0,0,0
211192000,0.000000,24,0.000,0.000,0,0,0,0
209415000,0.000000,63,0.000,0.000,0,0,0,0
219005513,0.000000,39,0.000,0.000,0,0,0,0
219026147,0.000000,53,0.000,0.000,0,0,0,0
219032848,0.000000,3,0.000,0.000,0,0,0,0
211700520,0.000000,22,0.000,0.000,0,0,0,0
219008145,0.000000,60,0.000,0.000,0,0,0,0
246970000,0.000000,40,0.000,0.000,0,0,0,0
219419000,0.000000,36,0.000,0.000,0,0,0,0
219020533,0.000000,70,0.000,0.000,0,0,0,0
249120000,0.000000,75,0.000,0.000,0,0,0,0
219002585,0.000000,47,0.000,0.000,0,0,0,0
220359000,0.000000,45,0.000,0.000,0,0,0,0
218346000,0.000000,192,0.000,0.000,0,0,0,0
219016873,0.000000,108,0.000,0.000,0,0,0,0
257377000,0.000000,9,0.000,0.000,0,0,0,0
265610040,0.000000,134,0.000,0.000,0,0,0,0
370894000,0.000000,476,0.000,0.000,0,0,0,0
265514840,0.000000,64,0.000,0.000,0,0,0,0
211248930,0.000000,1,0.000,0.000,0,0,0,0
266186000,0.000000,14,0.000,0.000,0,0,0,0
257177000,0.000000,126,0.000,0.000,0,0,0,0
219022903,0.000000,37,0.000,0.000,0,0,0,0
219003452,0.000000,39,0.000,0.000,0,0,0,0
219033166,0.000000,24,0.000,0.000,0,0,0,0
211720300,0.000000,3,0.000,0.000,0,0,0,0
230039000,0.000000,14,0.000,0.000,0,0,0,0
265573150,0.000000,29,0.000,0.000,0,0,0,0
244387091,0.000000,1,0.000,0.000,0,0,0,0
266470000,0.000000,242,0.000,0.000,0,0,0,0
636092156,0.000000,241,0.000,0.000,0,0,0,0
275516000,0.000000,114,0.000,0.000,0,0,0,0
219030015,0.000000,3,0.000,0.000,0,0,0,0
219004119,0.000000,59,0.000,0.000,0,0,0,0
219007596,0.000000,68,0.000,0.000,0,0,0,0
220225000,0.000000,38,0.000,0.000,0,0,0,0
636019935,0.000000,187,0.000,0.000,0,0,0,0
219018082,0.000000,15,0.000,0.000,0,0,0,0
266324000,0.000000,19,0.000,0.000,0,0,0,0
304955000,0.000000,127,0.000,0.000,0,0,0,0
244130689,0.000000,39,0.000,0.000,0,0,0,0
211216500,0.000000,41,0.000,0.000,0,0,0,0
219010873,0.000000,67,0.000,0.000,0,0,0,0
210482000,0.000000,184,0.000,0.000,0,0,0,0
219006598,0.000000,92,0.000,0.000,0,0,0,0
219022081,0.000000,2,0.000,0.000,0,0,0,0
219024702,0.000000,38,0.000,0.000,0,0,0,0
266288000,0.000000,4,0.000,0.000,0,0,0,0
246065000,0.000000,31,0.000,0.000,0,0,0,0
305166000,0.000000,177,0.000,0.000,0,0,0,0
220368000,0.000000,36,0.000,0.000,0,0,0,0
265704020,0.000000,35,0.000,0.000,0,0,0,0
352005617,0.000000,36,0.000,0.000,0,0,0,0
219014875,0.000000,245,0.000,0.000,0,0,0,0
258542000,0.000000,36,0.000,0.000,0,0,0,0
219948000,0.000000,52,0.000,0.000,0,0,0,0
211379770,0.000000,34,0.000,0.000,0,0,0,0
265026000,0.000000,31,0.000,0.000,0,0,0,0
211308050,0.000000,37,0.000,0.000,0,0,0,0
304625000,0.000000,13,0.000,0.000,0,0,0,0
220012000,0.000000,55,0.000,0.000,0,0,0,0
219025245,0.000000,103,0.000,0.000,0,0,0,0
219429000,0.000000,65,0.000,0.000,0,0,0,0
219002823,0.000000,32,0.000,0.000,0,0,0,0
219301000,0.000000,64,0.000,0.000,0,0,0,0
230642000,0.000000,308,0.000,0.000,0,0,0,0
246338000,0.000000,21,0.000,0.000,0,0,0,0
219000896,0.000000,50,0.000,0.000,0,0,0,0
211227550,0.000000,47,0.000,0.000,0,0,0,0
266254000,0.000000,27,0.000,0.000,0,0,0,0
219034682,0.000000,1,0.000,0.000,0,0,0,0
219018493,0.000000,32,0.000,0.000,0,0,0,0
205168000,0.000000,122,0.000,0.000,0,0,0,0
219003113,0.000000,74,0.000,0.000,0,0,0,0
352003617,0.000000,54,0.000,0.000,0,0,0,0
235033145,0.000000,71,0.000,0.000,0,0,0,0
259264000,0.000000,33,0.000,0.000,0,0,0,0
219009041,0.000000,56,0.000,0.000,0,0,0,0
245170000,0.000000,288,0.000,0.000,0,0,0,0
219027309,0.000000,141,0.000,0.000,0,0,0,0
244536000,0.000000,14,0.000,0.000,0,0,0,0
538003439,0.000000,173,0.000,0.000,0,0,0,0
211299300,0.000000,15,0.000,0.000,0,0,0,0
219033037,0.000000,36,0.000,0.000,0,0,0,0
305066000,0.000000,19,0.000,0.000,0,0,0,0
219006478,0.000000,47,0.000,0.000,0,0,0,0
219006301,0.000000,103,0.000,0.000,0,0,0,0
211202970,0.000000,18,0.000,0.000,0,0,0,0
525121002,0.000000,66,0.000,0.000,0,0,0,0
211866190,0.000000,93,0.000,0.000,0,0,0,0
219000781,0.000000,42,0.000,0.000,0,0,0,0
219002798,0.000000,42,0.000,0.000,0,0,0,0
236111849,0.000000,3,0.000,0.000,0,0,0,0
355077000,0.000000,69,0.000,0.000,0,0,0,0
211526880,0.000000,3,0.000,0.000,0,0,0,0
219011136,0.000000,129,0.000,0.000,0,0,0,0
219024175,0.000000,98,0.000,0.000,0,0,0,0
219439000,0.000000,31,0.000,0.000,0,0,0,0
219333000,0.000000,137,0.000,0.000,0,0,0,0
265732860,0.000000,29,0.000,0.000,0,0,0,0
219009135,0.000000,58,0.000,0.000,0,0,0,0
210399000,0.000000,242,0.000,0.000,0,0,0,0
231075000,0.000000,127,0.000,0.000,0,0,0,0
219000606,0.000000,6,0.000,0.000,0,0,0,0
246389000,0.000000,71,0.000,0.000,0,0,0,0
538009128,0.000000,112,0.000,0.000,0,0,0,0
244870327,0.000000,45,0.000,0.000,0,0,0,0
370856000,0.000000,83,0.000,0.000,0,0,0,0
266064000,0.000000,18,0.000,0.000,0,0,0,0
211330490,0.000000,2,0.000,0.000,0,0,0,0
261146000,0.000000,8,0.000,0.000,0,0,0,0
304932000,0.000000,88,0.000,0.000,0,0,0,0
538006473,0.000000,16,0.000,0.000,0,0,0,0
266050000,0.000000,20,0.000,0.000,0,0,0,0
219019887,0.000000,228,0.000,0.000,0,0,0,0
219005901,0.000000,34,0.000,0.000,0,0,0,0
268248302,0.000000,1,0.000,0.000,0,0,0,0
220071000,0.000000,38,0.000,0.000,0,0,0,0
219002827,0.000000,61,0.000,0.000,0,0,0,0
211205810,0.000000,37,0.000,0.000,0,0,0,0
265524530,0.000000,20,0.000,0.000,0,0,0,0
211519000,0.000000,57,0.000,0.000,0,0,0,0
219186000,0.000000,40,0.000,0.000,0,0,0,0
219026081,0.000000,25,0.000,0.000,0,0,0,0
219034460,0.000000,2,0.000,0.000,0,0,0,0
219000962,0.000000,58,0.000,0.000,0,0,0,0
219001582,0.000000,38,0.000,0.000,0,0,0,0
219013964,0.000000,104,0.000,0.000,0,0,0,0
219011857,0.000000,73,0.000,0.000,0,0,0,0
219022000,0.000000,64,0.000,0.000,0,0,0,0
219004203,0.000000,34,0.000,0.000,0,0,0,0
563175200,0.000000,29,0.000,0.000,0,0,0,0
219000897,0.000000,96,0.000,0.000,0,0,0,0
220051000,0.000000,58,0.000,0.000,0,0,0,0
266384000,0.000000,70,0.000,0.000,0,0,0,0
244641000,0.000000,359,0.000,0.000,0,0,0,0
219775000,0.000000,125,0.000,0.000,0,0,0,0
992191518,0.000000,3,0.000,0.000,0,0,0,0
219018486,0.000000,37,0.000,0.000,0,0,0,0
219001189,0.000000,75,0.000,0.000,0,0,0,0
219025786,0.000000,3,0.000,0.000,0,0,0,0
257669000,0.000000,21,0.000,0.000,0,0,0,0
219005941,0.000000,40,0.000,0.000,0,0,0,0
219005751,0.000000,3,0.000,0.000,0,0,0,0
255805577,0.000000,28,0.000,0.000,0,0,0,0
219001553,0.000000,70,0.000,0.000,0,0,0,0
219015579,0.000000,155,0.000,0.000,0,0,0,0
230684000,0.000000,52,0.000,0.000,0,0,0,0
219016781,0.000000,53,0.000,0.000,0,0,0,0
219005671,0.000000,56,0.000,0.000,0,0,0,0
219031777,0.000000,5,0.000,0.000,0,0,0,0
244912000,0.000000,46,0.000,0.000,0,0,0,0
218197000,0.000000,123,0.000,0.000,0,0,0,0
211298240,0.000000,32,0.000,0.000,0,0,0,0
220088000,0.000000,67,0.000,0.000,0,0,0,0
210674000,0.000000,177,0.000,0.000,0,0,0,0
636015105,0.000000,46,0.000,0.000,0,0,0,0
210534000,0.000000,51,0.000,0.000,0,0,0,0
265519650,0.000000,33,0.000,0.000,0,0,0,0
211256940,0.000000,4,0.000,0.000,0,0,0,0
265546970,0.000000,17,0.000,0.000,0,0,0,0
219622000,0.000000,51,0.000,0.000,0,0,0,0
219003138,0.000000,68,0.000,0.000,0,0,0,0
538010193,0.000000,99,0.000,0.000,0,0,0,0
220329000,0.000000,36,0.000,0.000,0,0,0,0
215908000,0.000000,132,0.000,0.000,0,0,0,0
257273800,0.000000,43,0.000,0.000,0,0,0,0
211815680,0.000000,109,0.000,0.000,0,0,0,0
209671000,0.000000,62,0.000,0.000,0,0,0,0
219006971,0.000000,55,0.000,0.000,0,0,0,0
219554000,0.000000,290,0.000,0.000,0,0,0,0
219020187,0.000000,59,0.000,0.000,0,0,0,0
265755000,0.000000,28,0.000,0.000,0,0,0,0
219016759,0.000000,36,0.000,0.000,0,0,0,0
245413000,0.000000,86,0.000,0.000,0,0,0,0
219009338,0.000000,110,0.000,0.000,0,0,0,0
219001149,0.000000,71,0.000,0.000,0,0,0,0
219018044,0.000000,3,0.000,0.000,0,0,0,0
219016747,0.000000,46,0.000,0.000,0,0,0,0
230613000,0.000000,84,0.000,0.000,0,0,0,0
246854000,0.000000,38,0.000,0.000,0,0,0,0
219029706,0.000000,49,0.000,0.000,0,0,0,0
256768000,0.000000,108,0.000,0.000,0,0,0,0
219025976,0.000000,62,0.000,0.000,0,0,0,0
219837000,0.000000,50,0.000,0.000,0,0,0,0
219029684,0.000000,2,0.000,0.000,0,0,0,0
219034290,0.000000,59,0.000,0.000,0,0,0,0
248292000,0.000000,18,0.000,0.000,0,0,0,0
244750806,0.000000,90,0.000,0.000,0,0,0,0
211156800,0.000000,146,0.000,0.000,0,0,0,0
219025739,0.000000,57,0.000,0.000,0,0,0,0
211517200,0.000000,98,0.000,0.000,0,0,0,0
219461000,0.000000,42,0.000,0.000,0,0,0,0
219008544,0.000000,43,0.000,0.000,0,0,0,0
219030728,0.000000,4,0.000,0.000,0,0,0,0
219018636,0.000000,36,0.000,0.000,0,0,0,0
220304000,0.000000,106,0.000,0.000,0,0,0,0
219000407,0.000000,57,0.000,0.000,0,0,0,0
265594380,0.000000,114,0.000,0.000,0,0,0,0
244070300,0.000000,68,0.000,0.000,0,0,0,0
241281000,0.000000,71,0.000,0.000,0,0,0,0
219035374,0.000000,2,0.000,0.000,0,0,0,0
265632930,0.000000,6,0.000,0.000,0,0,0,0
219001375,0.000000,9,0.000,0.000,0,0,0,0
219006078,0.000000,4,0.000,0.000,0,0,0,0
220256000,0.000000,73,0.000,0.000,0,0,0,0
219015497,0.000000,2,0.000,0.000,0,0,0,0
211638890,0.000000,5,0.000,0.000,0,0,0,0
211469100,0.000000,7,0.000,0.000,0,0,0,0
220242000,0.000000,45,0.000,0.000,0,0,0,0
219750000,0.000000,75,0.000,0.000,0,0,0,0
232051641,0.000000,49,0.000,0.000,0,0,0,0
219000942,0.000000,27,0.000,0.000,0,0,0,0
247255400,0.000000,27,0.000,0.000,0,0,0,0
265754450,0.000000,24,0.000,0.000,0,0,0,0
220127000,0.000000,57,0.000,0.000,0,0,0,0
265695200,0.000000,34,0.000,0.000,0,0,0,0
250014194,0.000000,127,0.000,0.000,0,0,0,0
211417590,0.000000,43,0.000,0.000,0,0,0,0
265522220,0.000000,32,0.000,0.000,0,0,0,0
219002719,0.000000,11,0.000,0.000,0,0,0,0
219313000,0.000000,56,0.000,0.000,0,0,0,0
219001275,0.000000,52,0.000,0.000,0,0,0,0
219438000,0.000000,37,0.000,0.000,0,0,0,0
219222000,0.000000,93,0.000,0.000,0,0,0,0
255915984,0.000000,7,0.000,0.000,0,0,0,0
220099000,0.000000,110,0.000,0.000,0,0,0,0
219012076,0.000000,77,0.000,0.000,0,0,0,0
211302560,0.000000,172,0.000,0.000,0,0,0,0
219019008,0.000000,35,0.000,0.000,0,0,0,0
219001039,0.000000,34,0.000,0.000,0,0,0,0
249383000,0.000000,69,0.000,0.000,0,0,0,0
219001461,0.000000,44,0.000,0.000,0,0,0,0
265410000,0.000000,40,0.000,0.000,0,0,0,0
352002852,0.000000,147,0.000,0.000,0,0,0,0
219019067,0.000000,65,0.000,0.000,0,0,0,0
219024784,0.000000,54,0.000,0.000,0,0,0,0
209658000,0.000000,36,0.000,0.000,0,0,0,0
265626130,0.000000,24,0.000,0.000,0,0,0,0
304829000,0.000000,164,0.000,0.000,0,0,0,0
219016306,0.000000,24,0.000,0.000,0,0,0,0
211212830,0.000000,3,0.000,0.000,0,0,0,0
244830883,0.000000,64,0.000,0.000,0,0,0,0
211187510,0.000000,32,0.000,0.000,0,0,0,0
219019287,0.000000,1,0.000,0.000,0,0,0,0
266001000,0.000000,71,0.000,0.000,0,0,0,0
219965000,0.000000,48,0.000,0.000,0,0,0,0
219014435,0.000000,12,0.000,0.000,0,0,0,0
219021176,0.000000,60,0.000,0.000,0,0,0,0
219000742,0.000000,104,0.000,0.000,0,0,0,0
219012162,0.000000,35,0.000,0.000,0,0,0,0
219002493,0.000000,99,0.000,0.000,0,0,0,0
231164000,0.000000,60,0.000,0.000,0,0,0,0
265714460,0.000000,30,0.000,0.000,0,0,0,0
258025150,0.000000,38,0.000,0.000,0,0,0,0
232021171,0.000000,16,0.000,0.000,0,0,0,0
219031428,0.000000,91,0.000,0.000,0,0,0,0
219016585,0.000000,4,0.000,0.000,0,0,0,0
219793000,0.000000,36,0.000,0.000,0,0,0,0
219023588,0.000000,94,0.000,0.000,0,0,0,0
219011018,0.000000,57,0.000,0.000,0,0,0,0
211445640,0.000000,1,0.000,0.000,0,0,0,0
266052000,0.000000,21,0.000,0.000,0,0,0,0
211291150,0.000000,6,0.000,0.000,0,0,0,0
219000643,0.000000,74,0.000,0.000,0,0,0,0
992576421,0.000000,6,0.000,0.000,0,0,0,0
219173000,0.000000,93,0.000,0.000,0,0,0,0
244189000,0.000000,140,0.000,0.000,0,0,0,0
220352000,0.000000,22,0.000,0.000,0,0,0,0
211543450,0.000000,81,0.000,0.000,0,0,0,0
220205000,0.000000,34,0.000,0.000,0,0,0,0
211572150,0.000000,4,0.000,0.000,0,0,0,0
211212200,0.000000,1,0.000,0.000,0,0,0,0
667002335,0.000000,172,0.000,0.000,0,0,0,0
219731000,0.000000,27,0.000,0.000,0,0,0,0
265610940,0.000000,62,0.000,0.000,0,0,0,0
265012140,0.000000,6,0.000,0.000,0,0,0,0
219000733,0.000000,96,0.000,0.000,0,0,0,0
219005956,0.000000,68,0.000,0.000,0,0,0,0
